Time;Bundesland;BundeslandID;AnzEinwohner;AnzahlFaelle;AnzahlFaelleSum;AnzahlFaelle7Tage;SiebenTageInzidenzFaelle;AnzahlTotTaeglich;AnzahlTotSum;AnzahlGeheiltTaeglich;AnzahlGeheiltSum
24.09.2021 00:00:00;Kärnten;2;562089;103;43779;552;98,20509;1;837;88;42087
24.09.2021 00:00:00;Niederösterreich;3;1690879;319;121465;2010;118,8731;1;1717;430;115775
24.09.2021 00:00:00;Oberösterreich;4;1495608;494;134063;2631;175,9151;0;1729;404;127366
24.09.2021 00:00:00;Salzburg;5;560710;108;56603;772;137,6826;0;611;165;54557
24.09.2021 00:00:00;Steiermark;6;1247077;209;88878;1215;97,42783;0;2123;200;84640
24.09.2021 00:00:00;Tirol;7;760105;113;69068;707;93,01347;1;712;110;67283
24.09.2021 00:00:00;Vorarlberg;8;399237;73;33876;390;97,68634;0;320;73;32767
24.09.2021 00:00:00;Wien;9;1920949;379;163079;3253;169,3434;5;2422;481;147436
24.09.2021 00:00:00;Österreich;10;8932664;1823;730656;11721;131,2151;8;10807;1990;690985
25.09.2021 00:00:00;Burgenland;1;296010;20;19865;193;65,2005;0;336;34;19108
25.09.2021 00:00:00;Kärnten;2;562089;89;43868;578;102,8307;1;838;114;42201
25.09.2021 00:00:00;Niederösterreich;3;1690879;208;121673;1957;115,7386;4;1721;349;116124
25.09.2021 00:00:00;Oberösterreich;4;1495608;357;134420;2707;180,9966;0;1729;388;127754
25.09.2021 00:00:00;Salzburg;5;560710;77;56680;748;133,4023;0;611;137;54694
25.09.2021 00:00:00;Steiermark;6;1247077;170;89048;1185;95,0222;1;2124;219;84859
25.09.2021 00:00:00;Tirol;7;760105;67;69135;704;92,61878;0;712;94;67377
25.09.2021 00:00:00;Vorarlberg;8;399237;21;33897;374;93,6787;0;320;85;32852
25.09.2021 00:00:00;Wien;9;1920949;374;163453;3230;168,1461;3;2425;482;147918
25.09.2021 00:00:00;Österreich;10;8932664;1383;732039;11676;130,7113;9;10816;1902;692887
26.09.2021 00:00:00;Burgenland;1;296010;22;19887;183;61,82224;0;336;33;19141
26.09.2021 00:00:00;Kärnten;2;562089;97;43965;635;112,9714;0;838;65;42266
26.09.2021 00:00:00;Niederösterreich;3;1690879;243;121916;1953;115,5021;1;1722;330;116454
26.09.2021 00:00:00;Oberösterreich;4;1495608;330;134750;2791;186,6131;2;1731;452;128206
26.09.2021 00:00:00;Salzburg;5;560710;71;56751;762;135,8991;1;612;121;54815
26.09.2021 00:00:00;Steiermark;6;1247077;139;89187;1180;94,62126;1;2125;156;85015
26.09.2021 00:00:00;Tirol;7;760105;62;69197;707;93,01347;3;715;139;67516
26.09.2021 00:00:00;Vorarlberg;8;399237;41;33938;360;90,172;0;320;42;32894
26.09.2021 00:00:00;Wien;9;1920949;377;163830;3153;164,1376;2;2427;449;148367
26.09.2021 00:00:00;Österreich;10;8932664;1382;733421;11724;131,2486;10;10826;1787;694674
27.09.2021 00:00:00;Burgenland;1;296010;32;19919;182;61,48441;0;336;22;19163
27.09.2021 00:00:00;Kärnten;2;562089;119;44084;707;125,7808;0;838;91;42357
27.09.2021 00:00:00;Niederösterreich;3;1690879;239;122155;1909;112,8999;0;1722;267;116721
27.09.2021 00:00:00;Oberösterreich;4;1495608;297;135047;2799;187,148;1;1732;357;128563
27.09.2021 00:00:00;Salzburg;5;560710;157;56908;829;147,8483;0;612;108;54923
27.09.2021 00:00:00;Steiermark;6;1247077;179;89366;1260;101,0363;0;2125;128;85143
27.09.2021 00:00:00;Tirol;7;760105;117;69314;709;93,27659;0;715;77;67593
27.09.2021 00:00:00;Vorarlberg;8;399237;61;33999;376;94,17965;0;320;98;32992
27.09.2021 00:00:00;Wien;9;1920949;385;164215;3162;164,6061;4;2431;490;148857
27.09.2021 00:00:00;Österreich;10;8932664;1586;735007;11933;133,5884;5;10831;1638;696312
28.09.2021 00:00:00;Burgenland;1;296010;55;19974;206;69,59225;0;336;55;19218
28.09.2021 00:00:00;Kärnten;2;562089;144;44228;734;130,5843;0;838;90;42447
28.09.2021 00:00:00;Niederösterreich;3;1690879;395;122550;2048;121,1204;2;1724;383;117104
28.09.2021 00:00:00;Oberösterreich;4;1495608;616;135663;2882;192,6976;6;1738;523;129086
28.09.2021 00:00:00;Salzburg;5;560710;176;57084;843;150,3451;0;612;171;55094
28.09.2021 00:00:00;Steiermark;6;1247077;299;89665;1370;109,8569;2;2127;196;85339
28.09.2021 00:00:00;Tirol;7;760105;155;69469;764;100,5124;0;715;112;67705
28.09.2021 00:00:00;Vorarlberg;8;399237;62;34061;374;93,6787;0;320;61;33053
28.09.2021 00:00:00;Wien;9;1920949;716;164931;3223;167,7816;3;2434;697;149554
28.09.2021 00:00:00;Österreich;10;8932664;2618;737625;12444;139,3089;13;10844;2288;698600
29.09.2021 00:00:00;Burgenland;1;296010;31;20005;214;72,29485;1;337;27;19245
29.09.2021 00:00:00;Kärnten;2;562089;134;44362;781;138,946;2;840;66;42513
29.09.2021 00:00:00;Niederösterreich;3;1690879;291;122841;1968;116,3892;0;1724;320;117424
29.09.2021 00:00:00;Oberösterreich;4;1495608;450;136113;2959;197,846;0;1738;457;129543
29.09.2021 00:00:00;Salzburg;5;560710;156;57240;848;151,2368;0;612;141;55235
29.09.2021 00:00:00;Steiermark;6;1247077;244;89909;1425;114,2672;1;2128;190;85529
29.09.2021 00:00:00;Tirol;7;760105;123;69592;748;98,40746;0;715;89;67794
29.09.2021 00:00:00;Vorarlberg;8;399237;52;34113;375;93,92917;1;321;70;33123
29.09.2021 00:00:00;Wien;9;1920949;445;165376;3213;167,2611;2;2436;617;150171
29.09.2021 00:00:00;Österreich;10;8932664;1926;739551;12531;140,2829;7;10851;1977;700577
30.09.2021 00:00:00;Burgenland;1;296010;23;20028;208;70,2679;1;338;39;19284
30.09.2021 00:00:00;Kärnten;2;562089;148;44510;834;148,3751;1;841;75;42588
30.09.2021 00:00:00;Niederösterreich;3;1690879;251;123092;1946;115,0881;0;1724;309;117733
30.09.2021 00:00:00;Oberösterreich;4;1495608;448;136561;2992;200,0524;2;1740;477;130020
30.09.2021 00:00:00;Salzburg;5;560710;122;57362;867;154,6254;0;612;106;55341
30.09.2021 00:00:00;Steiermark;6;1247077;211;90120;1451;116,3521;1;2129;199;85728
30.09.2021 00:00:00;Tirol;7;760105;94;69686;731;96,17092;0;715;84;67878
30.09.2021 00:00:00;Vorarlberg;8;399237;67;34180;377;94,43012;0;321;55;33178
30.09.2021 00:00:00;Wien;9;1920949;373;165749;3049;158,7236;1;2437;770;150941
30.09.2021 00:00:00;Österreich;10;8932664;1737;741288;12455;139,4321;6;10857;2114;702691
01.10.2021 00:00:00;Burgenland;1;296010;49;20077;232;78,37573;0;338;37;19321
01.10.2021 00:00:00;Kärnten;2;562089;82;44592;813;144,639;0;841;89;42677
01.10.2021 00:00:00;Niederösterreich;3;1690879;270;123362;1897;112,1902;0;1724;313;118046
01.10.2021 00:00:00;Oberösterreich;4;1495608;459;137020;2957;197,7122;5;1745;421;130441
01.10.2021 00:00:00;Salzburg;5;560710;142;57504;901;160,6891;0;612;151;55492
01.10.2021 00:00:00;Steiermark;6;1247077;274;90394;1516;121,5643;1;2130;135;85863
01.10.2021 00:00:00;Tirol;7;760105;110;69796;728;95,77625;1;716;98;67976
01.10.2021 00:00:00;Vorarlberg;8;399237;51;34231;355;88,91962;0;321;60;33238
01.10.2021 00:00:00;Wien;9;1920949;372;166121;3042;158,3592;1;2438;552;151493
